period	blockNumber	tx	coinbaseAddr	submittedAmount	bonusAmount	sum
19385	13762817	0x8ac3023da6cc654206bfb4c9793248b78b04b31201b9ed2006b52e2786d6f860	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13762837	0x7eb33192f63243719df7cf0b9d6ed20966d357c957aa030dfd4d00f3aceaa88e	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13762857	0xb8447c8557bc0c7ffabf367c2d1cc62233b5df1e1b39aae731b3bd12188235df	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13762877	0x9834d6baa1a845bfa2c1151aba914d9b25095d278bde9615607660584958cebd	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13762897	0x378abe76275e9fcf76ab36a3afd37f3695e2dcbeb4896368c4248e432afc1a6b	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13762917	0x4911887711e526fee516fb178c4fac244f07e7f86361b4849259ae5d509c0ffb	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13762937	0x255e518388716524a4519e5b5d5a22416486800f02f3a26e7cfb12cf503e3945	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13762957	0xceed5b06109688995a81b4758b2c2bf21e47e08faf4b01c68f060bc6aac0c8f3	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13762977	0x5a900ea3168634917a16c76af91036f602d9af6cb4284e42ab7d1d6b5964d373	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13762997	0x6e3e0f8c8745e07ef1cf6ba65d262f35a5063d0561f42963c0969ddd8b8fd5a3	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13763017	0x93a4b649af24b9142baa458d4f511fd458afc46ebf7bffe4ef1b6d33181e5ef5	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13763037	0x74d076de8939c9b0da8216a48fdce439594099dff47ec601453d93f31135ee9d	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13763057	0xd5191d0f81edf8144afbc4dd6dca53bad389f9ccf5ad535e8cf61012b3c03257	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13763077	0xde141feb589a58a54da86fceaae57ed4a828ba78c8d2e85f29cfa70f35170b53	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13763097	0x79f879b2b7cf07d44cd834127d77602c7d03ce66e0327c0aa20a7691b0a24772	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13763117	0x3c83b4ed406c8434e5cf1513aa9122eb5b0cfa9f94f10a4ce58712c2982008a8	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13763137	0x7fcb329a1569ecf1b750dc205d069d60b50709e7ecede57a40a58b8f3db5e218	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13763157	0xfdc9ba0cd6c9d058543d557e7a2b5a5b314d962884e6e6a101ddbf96754876d3	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	178802100000000000	1000000000000000000	1178802100000000000
19385	13763177	0x113d00bc71dbb4c265269b44fc918933d02de6a6ffa3f8a5318d89d7c096ae6c	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	134134140000000000	1000000000000000000	1134134140000000000
19385	13763197	0xbf1d0e07283bd01d9f8471f7d604eebd282c6c8ef9f754016f2be79064c68c3e	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	51271220000000000	1000000000000000000	1051271220000000000
19385	13763217	0x278e6b7c25d1b5633c8e723af99a8416e1a3be40288d1db2ab03a82453e58f36	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13763237	0xba67dd331e9d9c5ef8f9fb90c356d0f94753d46343a02a2627756b13df99b2f6	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
19385	13763257	0x4f298fc21e83291b6c023af94f69c2c9bd8a620e1d67c7aea299a474a908b477	0xE9bf2A788C27dADc6B169d52408b710d267b9bff	0	1000000000000000000	1000000000000000000
